,S&P 500,FTSE-500,CAC-40,Nikkei,Portfolio_Value,Loss,NormLoss,Weight,Cumulative_Weight
87,6444.456583373817,7289.169430565546,15787.853988662246,351.2829974002276,10041720.512426132,41720.512426132336,0.33343289628910583,0.0006868425173126244,0.6510458709958515
391,6470.631537648649,7304.189304842666,15925.569738250924,346.0404778478915,10042530.93933763,42530.939337629825,0.3401782465287822,0.003152394960517339,0.6541982659563689
70,6459.145400458058,7300.735397599763,15944.315980377141,347.3792087610477,10042916.866610458,42916.86661045812,0.3433903987726654,0.0006307387948141511,0.654829004751183
381,6479.560005601066,7315.16868585264,15815.840990525556,345.57805344856115,10042973.759453803,42973.7594538033,0.3438639296352884,0.0029982747821772878,0.6578272795333603
188,6443.079486067298,7332.54548564317,15780.216323936656,348.66301366947766,10043112.214523476,43112.21452347562,0.34501631972025343,0.0011395306632126056,0.6589668101965729
200,6477.969725823626,7292.426091262409,15916.92728963953,346.32306764931417,10043319.092585864,43319.092585863546,0.3467382084777895,0.0012101774243837172,0.6601769876209566
331,6487.083982153142,7264.875062829897,16026.029230794282,346.23603696925613,10044012.97668716,44012.97668715939,0.3525135488849029,0.0023335949125108295,0.6625105825334674
397,6510.525405264042,7285.661253330727,15945.963885269051,343.1364542011985,10044118.445879195,44118.445879194885,0.35339139071083703,0.0032486441342084215,0.6657592266676758
256,6508.41950587357,7258.676119577959,16152.570573603407,343.0426979699508,10044220.993325612,44220.99332561158,0.35424491424571924,0.0016023468289723497,0.6673615734966482
354,6496.328422752537,7235.635940757706,15897.640107714638,348.79506748056207,10044367.334053857,44367.33405385725,0.3554629382924805,0.0026187534481597824,0.6699803269448079
337,6490.075784952999,7280.371403513931,15859.438619695837,346.81543384370565,10045066.010111602,45066.01011160202,0.361278163140896,0.0024048444180049073,0.6723851713628128
375,6447.791943232697,7366.838845982176,15741.010796803064,346.48277165777057,10045081.033266658,45081.03326665796,0.36140320395718634,0.002909443424120985,0.6752946147869339
361,6459.914921774707,7352.017256942046,15785.99829804695,345.7602953941286,10045154.168678721,45154.16867872141,0.3620119250673719,0.0027122707907006704,0.6780068855776346
160,6481.317071011988,7281.9832909520555,15753.72496931045,348.8722758580703,10045508.56300531,45508.56300530955,0.36496162209973493,0.0009903125363805916,0.6789971981140152
190,6490.389038811551,7274.902780830738,15849.879682937113,347.3619380031177,10045562.46168546,45562.46168546006,0.36541023192489447,0.0011510120079923289,0.6801482101220074
303,6488.015435488288,7311.274539801181,15712.00348229904,346.578514678825,10045828.758846162,45828.75884616189,0.3676266780859012,0.002028017649106716,0.6821762277711142
55,6477.276092617515,7316.526319852393,15906.476269319914,345.34883430343984,10046531.297592001,46531.297592001036,0.3734740528835516,0.000585053733499477,0.6827612815046137
305,6450.598846016138,7328.4759695138755,15839.082634586248,348.30060825323574,10047729.915951949,47729.91595194861,0.38345040056753144,0.0020484509473060936,0.6848097324519198
485,6422.380532000551,7440.26436130154,15822.471459035809,343.6381556515804,10048302.468485136,48302.468485135585,0.3882158733229016,0.005049763448411661,0.6898594959003315
44,6452.570802813809,7309.80610069787,15838.223065483176,349.5650974355499,10048516.225958522,48516.22595852241,0.3899950208362513,0.0005536682801341835,0.6904131641804656
83,6470.135348355366,7287.096002181989,15875.093672283732,349.1835108122348,10050170.439192392,50170.43919239193,0.4037633785687699,0.0006732083503519868,0.6910863725308176
384,6428.170950065727,7352.451464572934,15832.67252962317,349.48895401882186,10050180.996085241,50180.99608524144,0.4038512457640745,0.0030437024212776587,0.6941300749520952
411,6477.032415717437,7293.841804529812,15861.1139916613,348.1985024368601,10050645.326662444,50645.32666244358,0.40771596487172623,0.003484809240282457,0.6976148841923777
69,6461.480946082855,7330.9837674156215,15980.888791967405,345.9410812222166,10050839.09461853,50839.09461852908,0.4093287355120889,0.0006275851008400804,0.6982424692932178
277,6406.035496399574,7325.040726163849,15834.85712084984,354.0628538362949,10051755.116893366,51755.11689336598,0.4169529777274699,0.0017802124319838866,0.7000226817252017
224,6509.644996953978,7258.5068042495195,15775.082060604687,348.3843561825536,10051927.512849288,51927.51284928806,0.4183878648050097,0.0013648820086433664,0.701387563733845
279,6489.84033189203,7269.70209169032,15912.666430907793,348.3872223109308,10052990.10040756,52990.100407559425,0.4272320000862764,0.001798148967939079,0.7031857127017841
452,6593.570452843876,7185.148672619918,15969.501537254073,342.6753282516088,10052994.911485003,52994.91148500331,0.42727204367556093,0.004279890906419419,0.7074656036082035
89,6496.408988887076,7298.540463992042,15947.008608358423,345.31168577303146,10053334.85721889,53334.85721888952,0.43010148209254206,0.0006937628012551444,0.7081593664094586
401,6492.453328984843,7331.019505466063,15943.318595299621,343.52117935905,10053682.350345552,53682.35034555197,0.43299373901536226,0.003314437371173375,0.7114738037806321
456,6411.842294088183,7408.562086850167,16014.315537061828,345.87165450928126,10053765.855345607,53765.855345606804,0.43368876834390874,0.00436656949137893,0.715840373272011
16,6474.614966828801,7328.418143150076,15780.676018288175,347.43222145913506,10053881.515055839,53881.51505583897,0.43465142795339023,0.0004811670773890044,0.7163215403494
402,6542.157356601598,7208.275863986119,16023.569826977135,346.3263283171611,10055199.422474373,55199.42247437313,0.44562064306133176,0.003331092835350126,0.7196526331847501
51,6504.3004400495975,7289.172854079406,15750.761641904239,347.6749213804934,10055617.746931618,55617.74693161808,0.4491024437492257,0.0005734401247283041,0.7202260733094784
234,6504.792500046815,7301.72744195048,16007.361141018548,343.9671732879059,10055890.887325812,55890.88732581213,0.45137584755320076,0.0014350409746713188,0.7216611142841497
374,6491.84488778813,7332.952418995094,15891.090497674211,344.42322869473855,10056016.958180802,56016.95818080194,0.45242516126657484,0.0028948962070003805,0.72455601049115
289,6529.987454937442,7239.082154282003,15956.878981771697,346.3472127185622,10056256.474758724,56256.47475872375,0.45441870711675647,0.0018905791352033022,0.7264465896263533
157,6474.0661831095995,7302.307696540745,15885.414817076251,348.69847730757505,10056732.883945832,56732.88394583203,0.45838395898445045,0.0009755319979860444,0.7274221216243394
339,6457.980082841189,7354.660715098577,15875.628446763845,346.8029122895621,10056759.740174962,56759.74017496221,0.4586074889154411,0.00242907443549901,0.7298511960598384
237,6500.519698579622,7310.230257456583,15894.374056520592,345.2068313370547,10056768.526773054,56768.52677305415,0.4586806215825634,0.0014567836527871233,0.7313079797126255
117,6513.820961900372,7357.288362523754,15720.042182152294,342.3585074674918,10056906.369638525,56906.36963852495,0.459827916165764,0.000798297462653431,0.732106277175279
179,6465.61406909566,7298.000694364381,15918.993206458645,349.6750346524442,10057492.10831967,57492.10831966996,0.4647031399486819,0.0010892654851838077,0.7331955426604628
39,6500.711941333246,7264.556080628833,15858.256536818004,349.02192971643615,10057841.348092569,57841.34809256904,0.46760993456817007,0.0005399642998439955,0.7337355069603069
299,6499.016829983518,7288.744062228949,16074.44519122289,345.39211241808914,10059449.33545025,59449.335450250655,0.4809935448045238,0.001987760486030634,0.7357232674463375
201,6469.553096283684,7333.9244514582815,15823.969279278132,348.149680141855,10059909.684808513,59909.68480851315,0.4848251274062824,0.001216258717973585,0.7369395261643111
18,6501.009983421549,7304.01198123224,15815.283157107831,347.048521400874,10060160.155010013,60160.15501001291,0.4869098425234006,0.0004860150777899592,0.7374255412421011
463,6471.584993860584,7368.014995030855,15777.173409260244,346.1291751663797,10060575.384602709,60575.38460270874,0.4903658840157002,0.004522502450680932,0.7419480436927821
122,6432.798199336254,7361.422547570986,15758.887698866785,351.1033802794016,10061428.647728378,61428.64772837795,0.49746776889586153,0.0008185577885621446,0.7427666014813442
67,6498.57232962701,7292.6319164534025,15913.2927553619,347.30180240935294,10061626.59389986,61626.593899859115,0.499115315684228,0.0006213249394592005,0.7433879264208034
137,6516.116867000516,7266.993940620635,15872.189775128118,347.7770201526247,10062081.5809857,62081.58098570071,0.5029022669872892,0.0008824764692214128,0.7442704028900249
38,6502.732729008907,7343.898873427681,15962.727951339564,342.7583098882899,10062189.024928467,62189.02492846735,0.5037965450706188,0.0005372644783447755,0.7448076673683697
345,6508.441953918284,7293.872970148311,15876.90816675935,346.80626606276815,10063089.283529103,63089.2835291028,0.5112895829762164,0.00250323912938386,0.7473109064977536
473,6470.087476548283,7304.775362222747,16073.688474940465,348.10218580586724,10063756.80409765,63756.80409765057,0.5168454942658881,0.004754972432547006,0.7520658789303005
0,6507.453445937626,7348.669044263403,15789.711451639898,344.1625288255422,10064257.351871805,64257.351871805266,0.5210116565693154,0.0004440840715540321,0.7525099630018546
65,6487.334432591653,7257.444004393436,15769.747503210912,353.17723715212884,10065058.154502241,65058.15450224094,0.5276769019338376,0.000615127223188095,0.7531250902250427
360,6494.748141430535,7320.244329895006,15812.457300232087,347.6242329436366,10066127.701836122,66127.7018361222,0.5365789648621411,0.002698709436747167,0.7558237996617899
304,6528.457728836366,7286.367996798958,16017.583270650139,344.26931852907035,10066635.464804607,66635.46480460651,0.5408051807152594,0.0020382086925695635,0.7578620083543595
182,6455.735893174309,7317.844440038372,15830.685707412045,351.8745688690623,10066693.015367577,66693.01536757685,0.5412841859138999,0.0011057692291500255,0.7589677775835095
1,6458.845714019058,7315.127225555903,15925.15627957993,350.72355356974236,10066821.547738397,66821.5477383975,0.5423539873309323,0.00044631564980304733,0.7594140932333125
167,6500.525619273132,7296.390315334719,15854.757626194707,348.4050329253581,10067069.679249981,67069.67924998142,0.5444192370498011,0.0010256772236337263,0.7604397704569463
15,6516.116627215987,7298.291372944977,16021.24890660738,344.80818518597465,10067249.97406745,67249.97406744957,0.5459198679802005,0.00047876124200205936,0.7609185316989484
85,6481.345399153289,7310.729359648695,15818.205845812647,349.92427871317807,10067565.849285202,67565.8492852021,0.5485489625296865,0.0006799912632024309,0.7615985229621508
183,6458.290239633777,7362.103404040709,15937.497514543942,347.5483008820259,10068259.334706835,68259.33470683545,0.5543209846437882,0.0011113258584422366,0.762709848820593
386,6490.203075103708,7312.87033939232,15756.326112853487,350.07499208088024,10070898.823716974,70898.82371697389,0.5762899957595002,0.003074369254592216,0.7657842180751853
368,6504.783869276326,7302.327778894227,16016.141483665238,346.50391243950213,10071378.25520487,71378.25520486943,0.5802804028596409,0.0028091276967128946,0.7685933457718982
199,6442.178782481326,7415.013801284073,15975.565420741752,345.6888918837334,10071741.47418623,71741.47418623045,0.5833035493127262,0.0012041265372617984,0.76979747230916
257,6464.845354633443,7337.059456535594,15772.759297296081,351.26646147694737,10073085.117039785,73085.11703978479,0.5944869657512489,0.0016103988230877885,0.7714078711322477
132,6503.907398709203,7297.79087449249,15797.894840421217,349.61893561412194,10073172.978077076,73172.97807707638,0.5952182512756374,0.0008606340762675774,0.7722685052085153
372,6501.7866917591655,7329.524381133353,15909.54483656059,346.5711544933144,10074378.365472313,74378.36547231302,0.605250939035646,0.002866019617335551,0.7751345248258509
103,6537.853238071067,7281.086707000819,15830.783351718777,347.0237449609303,10074401.762206526,74401.76220652647,0.6054456748773307,0.0007441969389384226,0.7758787217647893
471,6432.75980155983,7320.502225280095,16115.90981532185,352.4319969448472,10074828.452800842,74828.452800842,0.6089971086485954,0.004707541582532349,0.7805862633473217
351,6456.0163435301665,7374.767382196986,15873.143260458804,348.77325606803817,10075090.550749082,75090.55074908212,0.6111786038986894,0.0025796682256018165,0.7831659315729236
144,6445.504371714466,7394.79290741562,15814.702772960303,349.11700400628575,10075119.536864532,75119.53686453216,0.611419861312559,0.0009139902622875161,0.7840799218352111
196,6540.195185213057,7238.454753571494,15938.16036211333,348.7653744749437,10075148.520948175,75148.52094817534,0.6116611018152813,0.001186154798177349,0.7852660766333884
90,6443.365201703271,7384.5571283833015,16046.319467579286,347.6934299437511,10075997.990228634,75997.99022863433,0.6187314097397233,0.0006972490464875824,0.785963325679876
212,6459.447379943918,7365.99349510699,15914.5435831392,349.1960600503238,10078669.850172404,78669.8501724042,0.6409698508087495,0.001285204028085698,0.7872485297079618
312,6492.525416222848,7344.207393820391,15857.913186282647,347.8678426717089,10078927.952534769,78927.95253476873,0.6431180899739811,0.0021216024267063575,0.7893701321346681
170,6546.53703472245,7318.314383909101,15945.240263585427,343.08088064311636,10079574.531393401,79574.53139340132,0.6484996990952628,0.0010412175253517925,0.7904113496600199
265,6495.096908356909,7305.4282919220095,15856.266776963439,350.7039034980764,10080837.60012384,80837.60012383945,0.6590124804981482,0.0016762886271085343,0.7920876382871285
404,6468.106323912383,7322.440385898762,15859.338895513267,352.42380207541225,10081262.051719597,81262.05171959661,0.6625452786228813,0.0033646552716851854,0.7954522935588136
307,6516.02074284898,7312.960446443517,15984.328005864763,346.8856742977022,10082934.7543089,82934.75430889986,0.6764675270719309,0.0020690901212657192,0.7975213836800794
346,6461.9049942047595,7363.5132319683535,15981.774618563672,349.2045062037342,10083479.50133631,83479.50133631006,0.681001568871104,0.0025158182204862915,0.8000372019005657
197,6445.589844,7392.9810109315,15835.525779463673,350.76244816971996,10085271.76589137,85271.76589136943,0.6959189562067425,0.001192115375052612,0.8012293172756183
494,6545.435738579479,7279.218297421501,15784.702718291015,348.78395049237037,10085609.242712757,85609.24271275662,0.6987278453560711,0.0052827895216603655,0.8065121067972787
250,6475.661984377708,7357.453416909756,15909.793552770825,349.5454545308145,10086930.098228544,86930.098228544,0.7097215980851498,0.0015548733132889536,0.8080669801105677
258,6507.254285315757,7327.649948377777,15894.390143155024,348.9814226539519,10089994.21475203,89994.21475202963,0.7352248715239591,0.0016184912794852146,0.8096854713900529
249,6513.873110061722,7314.792538781868,16109.947492290608,346.8361981034814,10090029.751830824,90029.75183082372,0.7355206539561073,0.0015470989467225092,0.8112325703367754
453,6442.645132397572,7411.39321476248,15856.528474650431,350.3610592489019,10090049.236007584,90049.23600758426,0.7356828247756063,0.004301397895898913,0.8155339682326743
134,6594.086878141877,7233.842088947936,15740.937827545727,348.12709405452296,10090498.764524637,90498.76452463679,0.739424343285448,0.0008693053976087244,0.8164032736302831
210,6520.213424647733,7306.7316855621675,15938.448686889811,349.2083720093881,10093508.912177265,93508.91217726469,0.764478422687373,0.001272384117905543,0.8176756577481886
296,6539.646146323784,7336.757081607496,15934.840354846803,345.07824577755326,10093816.005486527,93816.00548652746,0.7670344236022625,0.0019580929123065656,0.8196337506604952
206,6491.88661609104,7297.120936540913,15953.310733175833,352.87179608052554,10094117.818102976,94117.8181029763,0.7695464722223395,0.0012471266577682991,0.8208808773182634
115,6547.143605153931,7299.2936161427015,15719.538386891394,349.36031215228735,10094163.11799297,94163.11799296923,0.7699235125445278,0.0007903344454634631,0.8216712117637269
116,6515.753468863155,7270.146900745152,16106.962082370988,350.6357575680747,10094583.64145239,94583.6414523907,0.7734236159808227,0.0007943059753401638,0.8224655177390671
156,6508.231428657227,7327.488352382843,16062.883544314145,347.9434014712923,10095197.663909733,95197.6639097333,0.778534251463237,0.000970654337996114,0.8234361720770632
489,6473.376909315471,7382.261656567368,16165.134288173169,346.88861069903345,10096542.182389943,96542.18238994293,0.7897249559229068,0.005152033894004577,0.8285882059710677
466,6554.120998571965,7298.354578743952,15940.84483714011,346.74755855754813,10096996.813715827,96996.81371582672,0.7935089461625056,0.0045910240586340524,0.8331792300297018
118,6405.440641472069,7411.498068587238,15956.888285339102,354.68303455643513,10098388.052732848,98388.05273284763,0.8050885152806742,0.0008023090076918903,0.8339815390373937
403,6518.240332935933,7370.789521639198,15896.364877987326,346.25325311432977,10098943.156057606,98943.15605760552,0.8097087546774411,0.0033478319953267593,0.8373293710327204
465,6378.6028502976,7547.49203328308,15779.548544987447,349.9519013343844,10099226.6756372,99226.67563720047,0.8120685465809947,0.004568068938340881,0.8418974399710613
407,6498.663999505666,7376.77594875203,15974.911520874672,347.32764084657714,10100462.202675585,100462.2026755847,0.822352092803679,0.0034156340366362356,0.8453130740076975
143,6480.579838150633,7321.711296068088,16076.602384275538,352.194694858228,10101139.298131697,101139.29813169688,0.8279876978562443,0.0009094203109760785,0.8462224943186736
74,6497.573726277302,7337.397920714228,16131.14441275362,349.3561361148126,10105178.01721251,105178.01721251011,0.8616027892769016,0.0006435128461647489,0.8468660071648383
247,6498.990683608431,7356.102862023874,15870.627330840709,350.882916705628,10106113.245017806,106113.24501780607,0.8693868830811763,0.001531666634728952,0.8483976737995672
297,6523.980743656723,7362.9454443328395,15968.004361727364,346.70723319337657,10106435.545260083,106435.54526008293,0.8720694544341844,0.0019679325751824784,0.8503656063747497
40,6504.336750556295,7355.346490052023,15926.936993404142,350.0823868150411,10108050.668509234,108050.66850923374,0.885512458166175,0.0005426776882854226,0.8509082840630351
121,6582.373780987209,7313.416397000637,16015.978618451314,344.0779031105333,10110047.252053645,110047.25205364451,0.9021304345669584,0.0008144649996193339,0.8517227490626544
373,6447.17563962841,7428.4534153047425,15949.791234000308,351.42414427069514,10111965.374608064,111965.37460806407,0.9180953639746892,0.002880421725965378,0.8546031707886198
178,6533.8307677436505,7279.657996920787,16001.559016911013,352.3528667169778,10112992.489109637,112992.48910963722,0.9266442496929086,0.0010838191577578888,0.8556869899463777
496,6476.2846778001785,7408.064388964068,16201.434532958147,347.78426506258614,10116481.099331908,116481.09933190793,0.9556806716886311,0.005336016284094205,0.8610230062304719
497,6547.978757097031,7274.8441188140205,15893.133247886333,353.56442479993297,10119932.26986302,119932.26986302063,0.9844054754173105,0.005362830436275584,0.8663858366667475
327,6537.2476294993685,7367.763752514953,15945.76615492016,347.600650582745,10120421.590351,120421.59035100043,0.9884781907035961,0.0022872718881585302,0.8686731085549061
445,6539.79979630429,7415.485089713277,15966.41641478083,344.40724304182095,10124516.70021061,124516.7002106104,1.0225626342001481,0.0041323230362401075,0.8728054315911462
155,6490.7875926461065,7424.135434012378,15751.916761826711,351.49406818904043,10125117.319016974,125117.31901697442,1.0275617083325403,0.0009658010663061334,0.8737712326574524
333,6500.75308757935,7406.819794682237,15912.788117692437,350.2204169039402,10126972.17861012,126972.17861011997,1.0430000870730385,0.0023571070553883287,0.8761283397128407
478,6523.312483517591,7431.036744397082,15693.753407849601,348.60288408331144,10127723.871339438,127723.87133943848,1.0492565806074186,0.004875650870945319,0.881003990583786
171,6502.392808245926,7404.087260274564,15914.381042396999,350.44126578663935,10128241.780004153,128241.78000415303,1.0535672411816184,0.0010464497742229072,0.8820504403580088
163,6530.744705138023,7363.436044172678,16045.832830824464,349.4937853910425,10131901.369980957,131901.36998095736,1.0840267629187994,0.0010053170185470334,0.8830557573765558
246,6584.0800683142525,7343.652174223308,15979.106060404692,345.95135420651786,10132096.260216076,132096.26021607593,1.0856488745188926,0.001524008301555307,0.8845797656781111
332,6516.70835824155,7415.092400737553,16092.220976239701,347.082998691121,10133488.152953869,133488.15295386873,1.0972338846897989,0.0023453215201113867,0.8869250871982225
291,6568.184106150576,7327.596241613069,16145.175008649207,347.3979202532127,10134502.312123938,134502.31212393753,1.1056749405133934,0.0019096276712237592,0.8888347148694462
308,6530.943790352099,7358.378179636913,16047.740230386667,351.166766322817,10139745.641826276,139745.64182627574,1.1493162544463387,0.0020794875590610246,0.8909142024285073
154,6567.990500398559,7379.076993713826,15926.021106526447,347.12660554235754,10140173.066894755,140173.06689475477,1.1528738013974653,0.0009609720609746027,0.8918751744894818
443,6435.326225357107,7505.865609645827,16114.879437150248,350.9885463335193,10144495.46228597,144495.4622859694,1.1888499892244857,0.004091103113953612,0.8959662776034355
475,6534.220459424952,7389.796413156999,16412.03648949951,345.80294142155105,10146765.109471686,146765.10947168618,1.207740730599136,0.004802881172240101,0.9007691587756756
474,6498.709572246283,7458.207384053655,16120.013657931328,350.04042054694673,10158996.983863432,158996.98386343196,1.3095491425478418,0.004778866766378901,0.9055480255420546
455,6540.542840895867,7307.580438023309,16257.24492824246,355.3135287316562,10162022.668566901,162022.66856690124,1.3347325400266097,0.0043447366439220364,0.9098927621859766
105,6584.324908399627,7337.038616551658,16071.090226425982,350.8075512406253,10163465.478121242,163465.47812124155,1.3467413413572489,0.0007516950975363477,0.910644457283513
470,6541.28528313823,7440.31320103992,16183.773077398711,348.43786609489405,10172793.651879359,172793.65187935904,1.4243816543853483,0.004684003874619687,0.9153284611581326
457,6556.432042531492,7376.18585374428,15869.672065338604,355.00750980759534,10173870.741098335,173870.741098335,1.433346489977922,0.004388512051637116,0.9197169732097698
459,6556.796645366683,7379.467547681713,15825.248778087216,355.530000100294,10175662.478084084,175662.47808408365,1.448259486245438,0.004432728518610254,0.92414970172838
477,6614.624275423214,7319.9796696803905,16518.661961231286,347.4747641423311,10184284.719478779,184284.71947877854,1.5200241786972053,0.004851272616590592,0.9290009743449705
464,6649.391974618296,7253.952333716312,16621.492508548632,347.5670347628786,10185660.705749266,185660.70574926585,1.531476796061889,0.004545228593649178,0.9335462029386197
437,6662.690390498467,7343.913085715887,16041.537499873295,348.5689583106943,10200099.962958287,200099.96295828745,1.651657710212004,0.003969893994722399,0.937516096933342
427,7046.365078698945,7128.737788771951,15964.880405972108,324.2103067483882,10203497.121170614,203497.12117061391,1.6799329582777343,0.003775806395255705,0.9412919033285977
449,6618.559707599507,7315.955303785633,16255.265289730423,355.16029253591324,10212881.844583787,212881.84458378702,1.7580439457415802,0.004216012999654746,0.9455079163282525
469,6524.9097505029395,7385.253390777147,16284.637326288592,360.1713926473626,10214240.310645517,214240.31064551696,1.7693507387972927,0.004660583855246589,0.9501685001834991
444,6666.677198422175,7337.300502805498,15934.497706496344,354.25240711401625,10225973.435201649,225973.43520164862,1.867007953055658,0.0041116614210589065,0.954280161604558
424,6764.1606644113335,7300.761076641727,15562.21121125443,351.1420958168768,10229795.36444096,229795.3644409608,1.8988186579380815,0.003719452012830714,0.9579996136173887
446,6576.460001735604,7475.968593838187,15931.255088488804,354.856946866528,10230508.65242652,230508.65242652036,1.9047555008736918,0.004153088478633274,0.962152702096022
418,6742.484298940182,7263.358171033808,15933.133414736307,355.04067264451004,10246980.375287334,246980.3752873335,2.0418530456007873,0.003609253983120753,0.9657619560791427
420,6717.96381205628,7349.675092603781,16047.460031944885,350.3663504093229,10247562.246797811,247562.24679781124,2.0466960821250924,0.003645619032974675,0.9694075751121174
152,6823.938565624963,7139.825051041337,15674.335383925474,362.2100796365521,10271666.707271472,271666.7072714716,2.2473224753588004,0.0009513863646663811,0.9703589614767838
435,6848.191055131727,7454.603115244837,16311.519473317237,330.5411374684341,10273614.132020094,273614.1320200935,2.2635312929690103,0.003930294302125043,0.9742892557789088
484,6567.924230091108,7482.834433131098,16356.857800230502,361.7481088078198,10294910.088526048,294910.08852604777,2.4407819287557038,0.0050245146311696035,0.9793137704100784
429,6832.241237730994,7308.775545284643,16245.000453428735,347.26214958228246,10296141.50657214,296141.5065721404,2.4510312749885483,0.0038138495444617103,0.9831276199545401
442,6899.001845041572,7191.862899822732,16451.198719249915,357.76246805765885,10363186.937922046,363186.9379220456,3.009064220352667,0.004070647598383844,0.987198267552924
434,6519.960427941275,7994.401068129302,16548.595405685104,372.17917801513784,10548810.460955493,548810.4609554932,4.554047065591167,0.003910642830614418,0.9911089103835383
433,7051.060810837412,7356.967710393257,17235.088443771903,368.8174650284827,10639362.166591082,639362.1665910818,5.307727577240878,0.003891089616461346,0.9949999999999997
