,S&P 500,FTSE-500,CAC-40,Nikkei,S&P 500_profit,FTSE-500_profit,CAC-40_profit,Nikkei_profit
0,5292.899902,8830.22880128,16910.326248204983,322.39928231583355,1.0095978185759389,1.0109094014580953,1.0003006809715023,0.9964185961111305
1,5343.700195,8926.56131224,16915.410861529712,321.2446402723789,1.0020565798227756,1.006295267977709,1.0088813034887307,1.015414060512719
2,5354.689941,8982.756407820001,17065.64175902753,326.196324596924,1.0009281984680278,1.0018427822506228,1.0032832672678986,1.0056187739267788
3,5359.660156,8999.30967189,17121.672822020628,328.0291480005803,0.9932028944112777,1.000497303068032,1.0004941438065265,0.994333723908113
4,5323.22998,9003.7850562,17130.133390603,326.17044428182254,1.0043394890107677,0.9993295310625119,0.9933217223959261,0.9904740902438837
5,5346.330078,8997.748297999999,17015.73360442574,323.06337406448154,0.9994313783556856,1.0039393460259252,1.0094792593874287,1.0047675935015519
6,5343.290039,9033.193541999999,17177.030156929475,324.60360890726076,0.9974491590573378,1.002664729020593,0.996844252048169,0.9997790214238937
7,5329.660156,9057.26455498,17122.823779193204,324.5318784639655,1.0074169428899697,1.0003660781409083,1.0018387147792394,1.0026699655209916
8,5369.189941,9060.58022155,17154.307768338316,325.39836738992693,0.9968822585559561,1.0064392005085099,1.0042508859134018,0.9972912361520053
9,5352.450195,9118.92311432,17227.228773584906,324.5169400561446,1.0032770111558225,0.9893125144736712,0.9865088144351505,0.9904634406879123
10,5369.990234,9021.464755519999,16994.813033432358,321.42216500952196,0.9980129554179745,0.9889546366293757,0.9902431195454247,0.9965746822305079
11,5359.319824,8921.81939916,16828.9966743173,320.32119195620623,0.9977590878330832,0.9991610595075816,1.000002395307331,1.0057155915607185
12,5347.310059,8914.3345236,16829.036984936407,322.15201705767043,0.9884783445657307,0.9829663109839545,0.9749339447460478,0.9951850868888774
13,5285.700195,8762.49052154,16407.199414001185,320.60088308696487,1.0128761693794854,0.99633818830718,0.9946957046454226,0.9938373037261146
14,5353.759766,8730.40393129,16320.170782367873,318.62511721936045,0.9933393223531501,1.0073797968864975,1.0058293905706661,1.0053751627863665
15,5318.100098,8794.83253904,16415.30743203827,320.33777909223966,1.0109418664424696,1.0039792674089756,1.0149689081005246,0.9982878989850598
16,5376.290039,8829.829529530001,16661.02666043031,319.78932845553214,1.0045030980145004,1.008123614508084,0.9997282734159695,1.005885003028808
17,5400.5,8901.5596608,16656.49941656943,321.6712896220734,1.0007629139894454,0.9950507128976497,1.0012178029240437,0.9995010435907853
18,5404.620117,8857.50328638,16676.78375026326,321.5107896704561,1.0085981486198874,1.0047662149044772,1.0019206848880728,1.0047741154644791
19,5451.089844,8899.72005056,16708.81459679405,323.04571930341876,0.9994662227034833,1.005997170160048,1.003361033513,1.0062936776478124
20,5448.180176,8953.09318608,16764.97348261638,325.0788649262202,1.0031643127508785,0.9919507683543333,1.0011675986194637,0.9982652160602025
21,5465.419922,8881.02766508,16784.548242510027,324.51492333217857,1.001074046840641,1.0052978059357927,1.0052111019772125,1.0071312570816495
22,5471.290039,8928.07762616,16872.01423504319,326.8291226772921,1.0017874733253562,0.9996880179724423,0.9954151900805476,0.9946880761644662
23,5481.069824,8925.292226399999,16794.65925681722,325.093031270396,0.9960117525041767,0.9967287696963425,0.9976848562275993,1.003247917166539
24,5459.209961,8896.09554,16755.777206029208,326.1489065073813,1.0027769871663306,0.9978217695939897,1.0190241991751652,0.9919684519849807
25,5474.370117,8876.7177942,17074.5424489314,323.5294259047212,0.9990866529129127,0.9884702193701738,0.9748647023641601,1.0013380383447745
26,5469.370117,8774.371185319998,16645.368742481725,323.96232068224464,0.9978900606919742,0.9971547617039763,0.9932002598992227,0.9927516757887404
27,5457.830078,8749.4060084,16532.184561151247,321.61413674970765,0.9960240251730313,0.9918354873426359,0.9919885109227697,0.986553875281525
28,5436.129883,8677.9713723,16399.73714511683,317.2896729557464,1.0017108297999069,1.0007976361851219,0.9929851926200931,1.0131108577319838
29,5445.430176,8684.893236279999,16284.69614796273,321.4496127176969,0.9937506729679533,0.9931651421928792,0.9894608476443881,1.0035555126466558
30,5411.399902,8625.53322594,16113.069254194505,322.5925308809772,1.0018904500102124,1.0065877556704683,1.0157663706189306,0.9958636542118432
31,5421.629883,8682.35613136,16367.11387586463,321.25817662457683,0.9862772072964097,0.9947567913880457,0.9854850776076384,0.9922445312201763
32,5347.22998,8636.83272692,16129.54648816951,318.76666886550186,1.0022029697701538,1.0014116179582822,1.0030583654569971,1.0029283319490272
33,5359.009766,8649.024635099999,16178.876535985957,319.70012348622566,0.991394001688035,0.9959668902966887,1.004167980654075,0.9940930066830942
34,5312.890137,8614.142169919998,16246.309780392616,317.81165699337856,1.0063147934805488,1.0016629553213114,0.9829578242321602,0.9989182675114547
35,5346.439941,8628.46710348,15969.43731353639,317.46786979877044,1.0008211327628191,1.0017594170364141,1.0090176594427223,0.9992762789413471
36,5350.830078,8643.6481755,16113.44426072176,317.23811161595137,1.0031135647660534,1.000205357869034,1.0011241985183608,0.9759371701201955
37,5367.490234,8645.42321667,16131.558970885351,309.6044649047463,0.9950516802374866,0.9957403736951834,1.004438981143037,0.9973397183085713
38,5340.930176,8608.59694452,16203.166656964899,308.7808298151756,1.0088654237070482,1.0102531995642086,1.0112615223395633,0.9923531045340422
39,5388.279785,8696.86260696,16385.638980243977,306.41961508768725,1.008551908928018,0.999338519001623,1.0046431096213804,1.0104875228771242
40,5434.359863,8691.1097976,16461.719298245614,309.63319781091894,1.0091142793721168,1.011827974969133,1.00899411424252,1.0135577559354234
41,5483.890137,8793.90802674,16609.77788224233,313.8311291363441,1.0034938095989065,1.0045879639697526,1.0071170782204546,1.0017447703680977
42,5503.049805,8834.254159920001,16727.990970654628,314.3786923910478,0.9929057449262901,0.9872502494448245,0.9826926680085195,0.9891634991709114
43,5464.009766,8721.61962304,16438.47407737502,310.97192743030445,1.0088488306336603,0.998261828589732,1.0053801171083532,1.0014773452302976
44,5512.359863,8706.45995316,16526.914992993927,311.4313403240501,1.0010830597327423,1.0055632748626404,1.0033739607151557,1.012060100862238
45,5518.330078,8754.89638296,16582.676154923007,315.1872337000201,1.0030045462604893,0.9951259760146274,1.0025031287595114,1.0070267521782321
46,5534.910156,8712.224808,16624.18472851606,317.4019762809727,1.0021589703650466,0.9958935279210027,0.9997678600854409,0.9985965393192758
47,5546.859863,8676.448300080001,16620.325591693567,316.9565150872782,0.996150957924426,1.0023524673430961,0.9937773820642306,1.0006623163983943
48,5525.509766,8696.85936136,16516.903655568367,317.1664405847984,0.9990933386760391,0.9920940698862527,0.9973525317794404,1.0008636217031563
49,5520.5,8628.10259904,16473.175678038206,317.4403524064003,1.0018404412643782,1.0082211338316598,1.0036986619190518,0.9983835630425717
50,5530.660156,8699.035385219999,16534.104385604416,316.9272300889915,1.0048294345062991,1.0001293159310414,1.0062891661334499,1.0013970745395013
51,5557.370117,8700.16030908,16638.090114953284,317.3700010530235,1.0091086459843934,1.0027248910868067,0.9978331551195182,1.006587667307053
52,5607.990234,8723.86729836,16602.037954566702,319.46072903319987,0.9969686109834976,1.004065443167237,1.0144687063460736,1.0023573481478227
53,5590.990234,8759.333685059999,16842.247966477695,320.2138091910884,0.9934394135090884,0.9960062953487359,0.9975930301123724,1.0029138316566286
54,5554.310059,8724.35149338,16801.709182782426,321.146858325199,0.9943287285611723,0.9998119027263809,0.9977725400512637,0.9945041721656546
55,5522.810059,8722.71046665,16764.284048507463,319.38189048230277,1.0049159579471243,1.0064877324320651,1.0076978982668634,0.9998531851202231
56,5549.959961,8779.30107824,16893.333801629673,319.3350004684487,0.9989603492564728,0.9910182670012946,0.99613804390869,1.0012139349981162
57,5544.189941,8700.447740040001,16828.092488251936,319.7226524016408,1.0050305161433501,0.9895182093698108,0.9911840193744142,0.9913722197296856
58,5572.080078,8609.25146844,16679.73635090994,316.9641556092773,1.004779163728307,0.9952651006943597,0.9964256985789971,0.9999348287749588
59,5598.709961,8568.48752964,16620.11794556893,316.9434986669621,1.003632951901721,1.0068808428834204,0.9976251119564159,1.0033032734167389
60,5619.049805,8627.44594608,16580.64702617704,317.9904497007169,1.002835030041169,0.998962600668154,1.0076855885350697,1.0059467383942453
61,5634.97998,8618.49583942,16708.079056865467,319.8814557169555,0.9997675132822743,1.0058846884798651,1.0003570913590711,0.9991419593392494
62,5633.669922,8669.213002600001,16714.04536752335,319.60698442133025,0.9988160609172445,1.0008218576101269,1.000735944510026,1.002057254579096
63,5627.0,8676.337861279999,16726.345977451903,320.2644973535421,0.993186450328772,0.9885371728233592,0.9767249952541359,0.9849433176634407
64,5588.660156,8576.88249985,16337.040195445745,315.44237655321194,0.9960097246249517,0.9889605354624297,0.9883579566047029,0.984331808331029
65,5566.359863,8482.198309649999,16146.843664539652,310.49996493686047,1.0064764574851923,0.9983601561597336,0.9990359364402575,1.0225179598210072
66,5602.410156,8468.288829000001,16131.27708095781,317.4917906717329,0.9925817537733308,0.9804003353379244,0.9769378573164154,0.9879842560494417
67,5560.850098,8302.31320769,15759.255267248323,313.6768906086171,1.0082199592138692,1.003200732174906,1.0081297323539216,1.0055074140828717
68,5606.560059,8328.8866887,15887.37379466818,315.4044391334264,1.003406740817721,1.003816642968997,1.001622854942139,0.9996608586266738
69,5625.660156,8360.67507552,15913.156697748467,315.2974724387855,1.0024654224776104,1.0084765510296538,1.0124120374267251,1.0015678570962006
70,5639.529785,8431.54476444,16110.671394258265,315.79181381836275,1.0021030746271695,1.0043154762497923,1.0100950977884784,1.0057315207819624
71,5651.390137,8467.93089562,16273.310197421342,317.6017811620363,0.9996319351611594,1.004428972550945,1.0096696137229029,1.0047278549004888
72,5649.310059,8505.43512912,16430.666821023384,319.1033562995072,0.9983697193278801,1.004434283574849,1.0004588889729171,0.9980444045689488
73,5640.100098,8543.15064041,16438.206672845226,318.4793192338948,1.006209113028405,0.9922920575673193,0.9988428401346173,1.0014659548082605
74,5675.120117,8477.30052708,16419.185039824544,318.94619552325724,1.0080650310577381,1.009358905076747,1.0219309447387797,1.011455116506268
75,5720.890137,8556.63877802,16779.273279588735,322.59976135220705,1.0057875369404248,0.9934796365351641,1.0036361798108,1.0019002446415979
76,5754.0,8500.846383150001,16840.28573432787,323.21277982009735,0.9957334367396594,1.0067696851438308,0.9973441028223365,0.9960033669280575
77,5729.450195,8558.39443662,16795.559666975023,321.9210169349939,1.0002355566335452,0.988920409150078,0.9832022384662845,1.0062320340361393
